grupo;perfil;razon_social;val_uf_pension_bru;riesgo;por_descuento_garantizado;val_uf_renta_temporal_bru;saldo;Prom_Rta
Fnivel1;1a_RVI_simple;BTG PACTUAL VIDA;7,53;A;0;0;1890;9,75
Fnivel1;1a_RVI_simple;PENTA VIDA;7,51;AA;0;0;1890;9,75
Fnivel1;1a_RVI_simple;OHIO NATIONAL;7,44;AA;0;0;1890;9,75
Fnivel1;1a_RVI_simple;RENTA NACIONAL;7,41;BBB+;0;0;1890;9,75
Fnivel1;1a_RVI_simple;SECURITY;7,4;AA-;0;0;1890;9,75
Fnivel1;1a_RVI_simple;PRINCIPAL;7,37;AA+;0;0;1890;9,75
Fnivel1;1a_RVI_simple;CONFUTURO;7,37;AA;0;0;1890;9,75
Fnivel1;1a_RVI_simple;METLIFE;7,37;AA+;0;0;1890;9,75
Fnivel1;1a_RVI_simple;SURA;7,29;AA;0;0;1890;9,75
Fnivel1;1a_RVI_simple;CHILENA CONSOLIDADA;7,2;AA+;0;0;1890;9,75
Fnivel1;1a_RVI_simple;CONSORCIO VIDA;7,16;AA+;0;0;1890;9,75
Fnivel1;1a_RVI_simple;BICE VIDA;7,02;AA+;0;0;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;EUROAMERICA VIDA;6,08;AA-;0;12,16;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;PENTA VIDA;6,08;AA;0;12,17;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;OHIO NATIONAL;6,07;AA;0;12,14;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;BTG PACTUAL VIDA;6,06;A;0;12,12;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;RENTA NACIONAL;6,05;BBB+;0;12,1;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;PRINCIPAL;5,99;AA+;0;11,97;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;SURA;5,97;AA;0;11,93;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;METLIFE;5,94;AA+;0;11,87;1890;9,75
Fnivel1;3a_RT_RVD5agnos_sinGarantizar;BICE VIDA;5,73;AA+;0;11,46;1890;9,75
Fnivel2;1a_RVI_simple;BTG PACTUAL VIDA;7,26;A;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;RENTA NACIONAL;7,26;BBB+;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;METLIFE;7,22;AA+;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;PRINCIPAL;7,22;AA;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;PENTA VIDA;7,22;AA;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;SECURITY;7,22;AA-;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;EUROAMERICA VIDA;7,21;AA-;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;OHIO NATIONAL;7,17;AA;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;CONSORCIO VIDA;7,16;AA+;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;CONFUTURO;7,14;AA;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;SURA;7,07;AA;0;0;1817;21,54999924
Fnivel2;1a_RVI_simple;BICE VIDA;6,98;AA+;0;0;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;METLIFE;5,9;AA+;0;11,79;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;PENTA VIDA;5,85;AA;0;11,71;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;BTG PACTUAL VIDA;5,85;A;0;11,71;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;PRINCIPAL;5,85;AA;0;11,71;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;EUROAMERICA VIDA;5,84;AA-;0;11,69;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;SURA;5,75;AA;0;11,51;1817;21,54999924
Fnivel2;3a_RT_RVD5agnos_sinGarantizar;BICE VIDA;5,66;AA+;0;11,32;1817;21,54999924
Fnivel3;1a_RVI_simple;PENTA VIDA;10,03;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;SECURITY;9,96;AA-;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;BTG PACTUAL VIDA;9,93;A;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;EUROAMERICA VIDA;9,91;AA-;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;OHIO NATIONAL;9,91;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;CONFUTURO;9,9;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;CORPSEGUROS;9,88;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;PRINCIPAL;9,85;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;METLIFE;9,81;AA+;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;SURA;9,8;AA;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;BICE VIDA;9,65;AA+;0;0;2441;41,34999847
Fnivel3;1a_RVI_simple;CONSORCIO VIDA;9,63;AA+;0;0;2441;41,34999847
